Longitude,Latitude
-168.042621696778,66.5543161330371
-168.732744412581,65.9097983599138
-169.557679004781,65.3445701594574
-170.382613596982,64.7793419590011
-171.21659136169,64.2290919373387
-172.10096578359,63.7623137438795
-172.985340205491,63.2955355504203
-173.869714627391,62.8287573569612
-174.753852399397,62.3616142952552
-175.540693588509,61.7444587693807
-176.327534777621,61.1273032435063
-177.114375966732,60.5101477176318
-166.190978349303,70.0443394701802
-165.437831121623,70.5185432802009
-164.684683893943,70.9927470902215
-163.909020662407,71.4150092077847
-163.048059383599,71.6404990665202
-162.18709810479,71.8659889252558
-161.326136825982,72.0914787839913
-160.464044141121,72.3124052027054
-73.69158735,77.15162218
-73.34078982,76.24778218
-72.97639394,77.76650624
-72.47622804,75.74525564
-71.98378037,77.65761069
-71.5673326,75.33241164
-71.31039091,76.50651559
-70.62829628,74.99393125
-70.32273672,76.62637942
-69.66353245,74.73081385
-68.72644434,74.3847082
-67.80073061,74.0081285
-66.93638228,73.50523492
-59.62938137,70.66013591
-59.02418008,71.45620838
-58.41897878,72.25228086
-57.81377748,73.04835334
-57.75033813,70.98257766
-57.20857618,73.84442581
-57.18729503,46.41845776
-56.96253813,70.39857183
-56.79517056,66.99690039
-56.78937855,45.50406775
-56.32537155,44.61823621
-56.120581,70.6914604
-55.98242401,67.57902139
-55.72826494,43.87852488
-55.26889538,71.0392033
-55.1989404,68.20043237
-54.80309632,43.49896853
-54.29395343,68.62369669
-54.2708261,71.09469174
-53.85523884,43.22246843
-53.43977624,68.98078365
-53.29549307,68.56822667
-52.85621061,43.17839365
-52.44768316,69.07706199
-51.85718237,43.13431888
-51.54533927,60.41369139
-51.45058602,69.14402568
-50.95154113,61.21830544
-50.8660172,43.13567129
-50.35774299,62.02291949
-49.93992484,43.51296818
-49.01383248,43.89026507
-48.4032022,57.28980374
-48.09368034,44.2813306
-47.77843012,58.07061092
-47.18377268,44.69614145
-47.15365804,58.85141809
-46.52888595,59.63222527
-46.27386501,45.11095229
-45.90411387,60.41303244
-45.36395734,45.52576314
-44.61274976,46.17536906
-43.88861183,46.86502423
-43.1687844,47.55899479
-42.47830866,48.28235034
-41.78783291,49.00570588
-41.12673223,49.75336495
-40.54549404,50.56709842
-39.96425584,51.38083189
-39.46808086,52.24797056
-38.98776623,53.12506682
-38.74887631,54.07336844
-38.67634061,55.07073425
-8.805467086,63.71224805
-8.079104061,63.0249368
-7.352741035,62.33762555
-3.086434861,67.7724057
-2.109433783,67.55917134
-1.213012025,67.13724965
-0.346234024,66.63855546
0.346116079,65.93386605
0.980855502,65.1611398
1.547189952,64.35196544
1.834537838,63.39413916
2.121885723,62.43631287
2.409233609,61.47848658
2.813795373,60.56669158
3.255016307,59.66929307
3.696237241,58.77189456
4.436344026,58.19334751
5.369776055,57.84517145
6.35923712,57.70037227
7.348698184,57.55557309
8.34046127,57.43869232
9.34027641,57.41946511
-66.45367569,73.17168104
-65.47464064,72.96798919
-64.49668384,72.75940582
-63.58028888,72.40913448
-62.78028888,71.80913448
-61.98028888,71.20913448
-61.20211628,70.58153359
-60.41737359,69.96188016
-59.62767007,69.34839148
-58.84207899,68.73135999
-58.18673805,67.98342525
-57.68107582,67.1207653
-57.16175464,66.26618615
-56.6418655,65.41195264
-56.12149533,64.55801184
-55.60723562,63.7003857
-55.0945091,62.84183565
-54.57133982,61.98965933
-54.07116449,61.12383069
-53.49703308,60.30996911
-52.75830077,59.64482786
-51.95298406,59.05232488
-51.15882228,58.44461848
-50.342655,57.86704787
-49.52201261,57.29560579
-48.69328731,56.73814905
-47.78982586,56.30952218
-46.89138227,55.87043321
-45.99005972,55.43734151
-45.0621747,55.06849969
-44.09336558,55.11136635
-43.11449388,55.31584177
-42.13562218,55.52031719
-41.14857152,55.68068399
-40.16252681,55.84678992
-39.18000396,56.03293194
-38.19748112,56.21907397
-37.21495827,56.40521599
-36.23243542,56.59135801
-35.24991257,56.77750004
-34.2666408,56.95917945
-33.27773665,57.10746346
-32.29242863,57.27825019
-31.30875231,57.45777969
-30.32012013,57.58981406
-29.32111951,57.63384386
-28.32180831,57.67095356
-27.32249711,57.70806326
-26.32318592,57.74517296
-25.32391225,57.78319814
-24.32491671,57.82800796
-23.32592118,57.87281779
-22.32692564,57.91762761
-21.32793011,57.96243744
-20.32898918,58.00844072
-19.3300763,58.05505665
-18.47590759,58.54974833
-17.63850057,59.09632813
-16.80109355,59.64290793
-15.96368653,60.18948774
-15.1262795,60.73606754
-14.28887248,61.28264734
-13.45146546,61.82922714
-12.61405844,62.37580694
-11.77948958,62.92670649
-10.94539998,63.47833547
-10.11131038,64.02996445
-9.276899193,64.58110623
-8.441802589,65.13120954
-7.605043502,65.67877377
-6.761386489,66.2156067
-5.862403571,66.65010226
-4.950482066,67.06046694
-4.043464791,67.48156007
167.2778817,-20.91953833
167.6637384,-20.61541523
167.9244685,-19.32455379
168.0178874,-20.27326883
168.0871239,-19.78995557
168.0935129,-18.94419252
169.2698533,-19.54062167
168.7787155,-19.45185913
168.3148583,-19.2873149
168.3021,-17.77411667
168.1201992,-18.2331438
168.1064357,-18.72203085
