Longitude,Latitude
-159.084816231,21.4913683057
-158.214167,21.470556
-170.39698362,-13.4297925839
-170.095554134,-12.5797803847
-169.796114434,-11.729433317
-169.498514941,-10.8787766712
-169.202609316,-10.0278351658
-168.908254179,-9.17663299649
-168.615308843,-8.32519388476
-168.323635051,-7.47354112336
-168.033096732,-6.62169762104
-167.743559752,-5.76968594558
-167.454891678,-4.91752836554
-167.16696155,-4.06524689109
-166.879639654,-3.21286331374
-166.592797297,-2.36039924539
-166.306306594,-1.5078761567
-166.020040246,-0.655315415003
-165.733871332,0.197261678253
-165.447673093,1.04983385018
-165.161318721,1.90237981929
-164.874681148,2.75487825829
-164.587632829,3.60730775674
-164.300045533,4.45964678333
-164.011790122,5.31187364786
-163.722736332,6.16396646253
-163.43275255,7.01590310261
-163.141705587,7.8676611662
-162.84946044,8.71921793302
-162.555880058,9.57055032203
-162.260825091,10.4216348477
-161.96415364,11.2724475751
-161.665720988,12.1229640724
-161.365379332,12.973159363
-161.062977497,13.8230078741
-160.758360642,14.672483384
-160.451369949,15.5215589667
-160.141842303,16.370206933
-159.82960995,17.2183987701
-159.514500148,18.0661050763
-159.196334786,18.9132954934
-158.874929995,19.7599386343
-158.550095732,20.606002007
-158.221635344,21.4514519334
-158.214167,21.470556
-125.489913392,43.5633379091
-126.5790088,43.9998207877
-127.68405091,44.4258069723
-128.805108781,44.8409839584
-129.942220452,45.2450359526
-131.095390528,45.6376444895
-132.264587761,46.0184891176
-133.449742661,46.3872481537
-134.650745163,46.743599507
-135.867442375,47.0872215733
-137.099636455,47.4177941965
-138.34708264,47.7349996969
-139.609487475,48.038523961
-140.886507281,48.3280575904
-142.177746898,48.6032971022
-143.482758744,48.8639461742
-144.801042243,49.1097169267
-146.13204363,49.3403312306
-147.475156199,49.5555220314
-148.829721003,49.7550346757
-150.195028031,49.9386282284
-151.570317887,50.1060767653
-152.954783973,50.2571706272
-154.347575183,50.3917176202
-155.747799082,50.5095441469
-157.154525582,50.6104962543
-158.56679105,50.6944405833
-159.983602845,50.7612652073
-161.403944206,50.8108803467
-162.826779456,50.8432189506
-164.251059456,50.8582371345
-165.675727223,50.8559144693
-167.09972367,50.8362541166
-168.521993357,50.7992828074
-169.941490203,50.7450506661
-171.357183073,50.6736308802
-172.76806117,50.5851192239
-174.173139154,50.47963344
-175.57146195,50.3573124906
-176.962109171,50.2183156877
-178.34419911,50.0628217162
-179.716892291,49.8910275619
178.920605485,49.7031473609
177.569040578,49.4994111826
176.229109466,49.2800637647
174.9014572,49.0453632119
173.586676354,48.7955796752
172.285306452,48.5309940247
170.997833842,48.2518965286
169.724691992,47.9585855516
168.466262166,47.6513662814
167.222874457,47.3305494949
165.994809116,46.9964503711
164.782298155,46.6493873574
163.585527179,46.2896810959
162.404637392,45.9176534127
161.239727769,45.5336263741
160.090857323,45.1379214113
158.958047465,44.730858515
157.841284396,44.3127554993
156.740521533,43.8839273344
155.655681915,43.4446855475
154.586660592,42.995337688
153.533326959,42.5361868565
152.495527029,42.067531294
151.473085632,41.5896640274
150.465808526,41.1028725695
149.473484408,40.6074386683
148.495886834,40.1036381038
147.532776021,39.5917405276
146.583900554,39.0720093416
145.648998971,38.5447016139
144.727801254,38.010068027
143.820030202,37.4683528553
142.925402703,36.9197939702
142.043630907,36.3646228682
141.174423299,35.8030647203
140.317485677,35.2353384403
140.05685,35.059861
143.768547599,13.5278063738
142.845756417,13.5914015666
141.922483096,13.6516002694
140.998751833,13.7083851176
140.074587346,13.7617397013
139.150014853,13.8116485752
138.225060041,13.8580972678
137.299749037,13.9010722904
136.374108384,13.9405611453
135.448165002,13.9765523335
134.521946168,14.0090353618
133.595479475,14.0380007496
132.668792807,14.0634400344
131.741914305,14.0853457776
130.814872334,14.1037115688
129.887695448,14.1185320301
128.960412363,14.1298028194
128.033051916,14.1375206332
127.105643036,14.1416832086
126.178214709,14.142289325
125.250795943,14.1393388046
124.323415735,14.1328325127
123.396103038,14.1227723571
122.95,14.116667
-121.732574673,35.0725957038
-122.799387102,34.8616354804
-123.860621702,34.6414074827
-124.916118514,34.4120363348
-125.965729254,34.1736498647
-127.009317316,33.9263788388
-128.046757738,33.6703567003
-129.077937123,33.4057193097
-130.102753527,33.1326046921
-131.12111631,32.8511527886
-132.132945958,32.5615052151
-133.138173872,32.2638050278
-134.136742139,31.9581964969
-135.128603269,31.6448248877
-136.113719923,31.3238362515
-137.092064613,30.9953772247
-138.063619397,30.6595948374
-139.028375551,30.3166363319
-139.986333241,29.9666489905
-140.937501179,29.6097799729
-141.881896283,29.246176164
-142.819543321,28.875984031
-143.750474563,28.4993494898
-144.674729434,28.1164177818
-145.592354157,27.7273333595
-146.503401418,27.3322397809
-147.407930015,26.9312796141
-148.306004529,26.5245943491
-149.197694993,26.1123243187
-150.083076572,25.694608628
-150.962229251,25.2715850908
-151.835237532,24.843390174
-152.702190138,24.410158949
-153.563179732,23.9720250501
-154.418302646,23.5291206395
-155.267658614,23.081576378
-156.111350526,22.6295214022
-156.949484184,22.1730833067
-157.782168078,21.7123881319
-158.214167,21.470556
-72.4100998144,-33.657911372
-73.2147752162,-34.2606820868
-74.0310145961,-34.8581190372
-74.8591414266,-35.4500229216
-75.6994806826,-36.0361880846
-76.5523581832,-36.616402365
-77.41809985,-37.1904469534
-78.2970308748,-37.7580962608
-79.1894747904,-38.3191178015
-80.0957524395,-38.8732720904
-81.0161808351,-39.4203125608
-81.9510719057,-39.959985502
-82.9007311226,-40.4920300218
-83.8654560011,-41.0161780375
-84.8455344749,-41.5321542973
-85.8412431378,-42.0396764369
-86.8528453525,-42.5384550758
-87.8805892255,-43.0281939558
-88.9247054485,-43.5085901273
-89.98540501,-43.9793341872
-91.0628767832,-44.4401105731
-92.157284996,-44.8905979178
-93.2687665963,-45.3304694682
-94.3974285249,-45.7593935735
-95.5433449147,-46.1770342465
-96.7065542363,-46.5830517996
-97.8870564166,-46.9771035615
-99.0848099576,-47.3588446743
-100.299729092,-47.7279289735
-101.531681007,-48.0840099519
-102.780483189,-48.4267418061
-104.045900916,-48.7557805645
-105.327644965,-49.0707852932
-106.62536957,-49.3714193756
-107.93867069,-49.6573518598
-109.267084634,-49.9282588653
-110.6100871,-50.1838250403
-111.96709267,-50.4237450578
-113.337454815,-50.6477251375
-114.72046644,-50.8554845808
-116.115361016,-51.0467572999
-117.521314311,-51.2212933276
-118.937446743,-51.3788602876
-120.362826367,-51.5192448065
-121.79647247,-51.6422538517
-123.237359771,-51.7477159724
-124.684423193,-51.8354824299
-126.136563145,-51.9054281969
-127.592651277,-51.9574528135
-129.051536627,-51.991481083
-130.512052079,-52.0074636001
-131.973021055,-52.005377099
-133.433264339,-51.9852246194
-134.891606936,-51.9470354842
-136.346884873,-51.8908650919
-137.797951846,-51.8167945256
-139.243685612,-51.7249299863
-140.682994056,-51.6154020577
-142.114820837,-51.4883648167
-143.538150563,-51.3439948022
-144.952013432,-51.1824898579
-146.355489289,-51.0040678667
-147.747711095,-50.8089653949
-149.127867754,-50.5974362643
-150.49520633,-50.3697500713
-151.849033634,-50.1261906718
-153.18871722,-49.8670546481
-154.513685801,-49.5926497766
-155.823429133,-49.3032935101
-157.1174974,-48.9993114897
-158.395500154,-48.6810360981
-159.657104851,-48.3488050661
-160.902035043,-48.0029601402
-162.130068278,-47.6438458192
-163.341033744,-47.2718081663
-164.534809735,-46.8871936995
-165.711320955,-46.4903483639
-166.870535725,-46.0816165879
-168.01246313,-45.6613404215
-169.13715013,-45.2298587585
-170.244678684,-44.7875066386
-171.33516291,-44.3346146286
-172.408746294,-43.8715082788
-173.465598984,-43.3985076509
-174.505915181,-42.9159269142
-175.529910633,-42.4240740055
-176.537820251,-41.9232503485
-177.529895852,-41.4137506282
-178.506404028,-40.8958626155
-179.467624154,-40.3698670394
179.586153471,-39.8360375001
178.654629356,-39.2946404206
177.73749641,-38.7459350328
176.834441413,-38.1901733936
175.945146361,-37.6276004284
175.069289692,-37.0584539975
174.74,-36.840556
-71.2421086075,-18.7422527818
-72.1536515245,-18.996773384
-73.0679620617,-19.2468169125
-73.9850376295,-19.4923060333
-74.9048726889,-19.7331640229
-75.8274587057,-19.9693148199
-76.7527841079,-20.2006830792
-77.6808342468,-20.4271942263
-78.6115913616,-20.6487745144
-79.5450345491,-20.8653510815
-80.4811397366,-21.0768520096
-81.4198796608,-21.2832063844
-82.3612238508,-21.4843443562
-83.3051386166,-21.6801972017
-84.2515870434,-21.8706973867
-85.2005289912,-22.0557786292
-86.1519211006,-22.2353759627
-87.105716805,-22.4094258008
-88.0618663488,-22.5778660008
-89.0203168123,-22.7406359284
-89.9810121435,-22.8976765215
-90.9438931968,-23.048930354
-91.9088977778,-23.1943416996
-92.8759606968,-23.333856594
-93.845013828,-23.4674228971
-94.8159861763,-23.5949903541
-95.7888039514,-23.7165106549
-96.7633906491,-23.8319374928
-97.7396671391,-23.9412266215
-98.7175517606,-24.04433591
-99.6969604239,-24.1412253961
-100.677806719,-24.2318573377
-101.660002032,-24.3161962617
-102.643455663,-24.3942090104
-103.628074959,-24.4658647859
-104.613765442,-24.5311351914
-105.600430949,-24.5899942694
-106.587973777,-24.6424185372
-107.57629483,-24.6883870193
-108.565293768,-24.7278812765
-109.554869172,-24.7608854315
-110.544918692,-24.7873861913
-111.535339219,-24.8073728657
-112.526027043,-24.8208373824
-113.516878025,-24.8277742987
-114.507787759,-24.828180809
-115.498651748,-24.8220567489
-116.489365566,-24.8094045953
-117.47982503,-24.790229463
-118.469926369,-24.7645390974
-119.459566388,-24.7323438636
-120.448642637,-24.6936567316
-121.43705357,-24.648493258
-122.424698704,-24.5968715646
-123.411478781,-24.5388123125
-124.397295916,-24.474338674
-125.382053746,-24.4034763004
-126.365657576,-24.3262532869
-127.348014518,-24.2427001348
-128.329033622,-24.1528497101
-129.308626008,-24.0567372004
-130.286704984,-23.9544000678
-131.263186168,-23.845878001
-132.237987589,-23.7312128638
-133.211029797,-23.6104486422
-134.182235955,-23.4836313894
-135.151531932,-23.3508091693
-136.11884638,-23.2120319978
-137.084110812,-23.0673517837
-138.047259669,-22.9168222674
-139.008230382,-22.7604989594
-139.966963422,-22.5984390777
-140.92340235,-22.430701484
-141.877493855,-22.2573466205
-142.829187785,-22.0784364456
-143.778437176,-21.8940343695
-144.725198269,-21.7042051903
-145.669430522,-21.5090150298
-146.611096619,-21.3085312698
-147.550162468,-21.1028224889
-148.486597199,-20.8919584
-149.42037315,-20.6760097881
-150.351465851,-20.4550484498
-151.279854007,-20.2291471326
-152.205519467,-19.9983794765
-153.128447197,-19.7628199558
-154.048625243,-19.5225438229
-154.966044696,-19.2776270528
-155.880699646,-19.0281462896
-156.79258714,-18.7741787941
-157.701707129,-18.5158023933
-158.608062421,-18.2530954309
-159.511658625,-17.9861367203
-160.412504094,-17.7150054986
-161.310609869,-17.4397813827
-162.205989615,-17.1605443267
-163.098659564,-16.877374582
-163.988638448,-16.590352658
-164.875947438,-16.2995592852
-165.760610076,-16.0050753806
-166.64265221,-15.7069820135
-167.522101932,-15.4053603746
-168.398989505,-15.1002917458
-169.273347301,-14.7918574723
-170.145209731,-14.4801389362
-170.700556,-14.279444
-74.6631333342,-36.7836154982
-74.4884228037,-35.8941926298
-74.3175617097,-35.0043464242
-74.1415693011,-34.1155041101
-73.9680087325,-33.2264370965
-73.7979095614,-32.3369643993
-73.6310909453,-31.44710063
-73.4673818958,-30.5568598948
-73.2933309437,-29.6687829458
-73.0200203304,-28.7997584869
-72.751185886,-27.9300435832
-72.4866010869,-27.0596685945
-72.3132203463,-26.1762574299
-72.259211698,-25.2758045114
-72.2059902101,-24.3751860345
-72.1535132951,-23.4744068688
-72.1017402661,-22.5734719818
-72.0543257717,-21.6723610415
-72.0077940305,-20.7711047509
-72.1582447412,-19.9218122425
-72.691868469,-19.17381992
-73.2207212351,-18.4242185169
-73.7897439455,-17.7145248669
-74.5563788842,-17.1896799902
-75.3187219957,-16.6619187441
-76.0769136663,-16.1313506198
-76.7412069891,-15.5119155183
-77.2853476841,-14.7792252939
-77.8258712807,-14.0452070622
-78.3629815417,-13.3099366629
-78.8719040422,-12.5570820431
-79.366657993,-11.7958446907
-79.8587072518,-11.0337030035
-80.3482417739,-10.2707206924
-80.7648892579,-9.46801925607
-81.1651056126,-8.65677032245
-81.5636220243,-7.84506152874
-81.7689419589,-6.96666731004
-81.9622963823,-6.08426136821
-82.1204913156,-5.19848702442
-82.0968681788,-4.29549939464
-82.0733001694,-3.39248267113
-81.9890134203,-2.49501605554
-81.8493454461,-1.60261516306
-81.7097975343,-0.710194390874
-81.6380690823,-0.200040367769
-81.1896570583,0.583017352361
-80.7519169177,1.37138051699
-80.4065991125,2.2055551838
-79.9852989268,2.99138937527
-79.41054102,3.68022825032
-79.0355033356,4.50168705183
-78.7845006865,5.3672720792
-79.020440387,6.14537605564
-79.7770964664,6.6200838173
-80.6807656302,6.6527381578
-81.583860626,6.71746495282
-82.4301410733,6.91638780948
-83.1094917195,7.51436607306
-83.7921045263,8.10933298489
-84.5756356553,8.56701376197
-85.3610268734,9.02309813492
-86.1483765937,9.47749586975
-86.9365287711,9.93226478996
-87.7233996838,10.3910929456
-88.5125501892,10.8479810847
-89.3040796695,11.302836226
-90.0980868239,11.7555647727
-90.8946696106,12.2060724944
-91.6960476026,12.6507304956
-92.5003759643,13.0926361491
-93.3075501785,13.5320217637
-94.1176628148,13.9687907386
-94.9308053224,14.4028457861
-95.7470679481,14.834088922
-96.6635570113,14.9032913846
-97.5702180802,15.0116870925
-98.4019594108,15.4186690643
-99.2369128752,15.8225248768
-100.075154064,16.223156488
-100.916756788,16.6204652834
-101.761792969,17.0143520838
-102.610332542,17.4047171553
-103.462443339,17.7914602227
-104.318190976,18.1744804844
-105.177638742,18.5536766308
-106.040847469,18.9289468652
-90.2889937687,-0.766347678055
-90.0178449733,-0.913563368206
-89.7013959867,-1.00447542776
-88.2003157039,-1.11339276875
-87.3314823075,-0.914354588252
-86.3942839621,-0.598200072558
-85.4712482638,-0.266174180494
-84.0229087289,0.231814943492
-82.991422092,0.51373091113
-81.2314584676,0.871236014932
105.342844837,-8.24365279867
104.709247736,-8.86115234539
103.904252317,-8.44068660453
103.100988758,-8.01857024663
102.349831512,-7.51932119807
101.647748478,-6.94798455426
101.210349575,-6.34960828088
101.783053239,-5.65060482042
102.126915183,-4.84915931375
102.267884915,-3.9569465424
99.7705925134,-0.556301389376
98.9219590055,-0.855480120339
98.0731949619,-1.15447055742
97.2867868792,-1.47438900099
97.7824228841,-2.22834059299
98.2848013449,-2.9775716853
98.8457356157,-3.68440942953
99.4075497511,-4.39087954174
99.9752290705,-5.09305433215
100.544871578,-5.79411842156
101.11591111,-6.49458931607
96.1565340669,3.49413065489
95.5451864684,2.83091914141
94.9155329323,2.18533866766
95.3355713327,1.61159707846
95.8876090407,0.901254363886
96.3698484125,0.139255265674
96.7945888294,-0.656897651925
97.2641605409,-1.42738258502
93.1947159651,6.73873764555
92.3223954226,6.49715491953
92.4024188838,5.7505300058
92.7166995836,4.90381362924
93.0767524727,4.07635458573
93.51534901,3.28828107774
94.0950760974,2.60113612983
94.8029916702,2.04326542459
94.5510662717,5.1244342463
93.7692839256,4.67298580497
92.988495567,4.2206646045
110.969221502,-8.97944153685
110.816554255,-9.86982981626
110.663069966,-10.7600866614
109.822938779,-10.7704965315
108.921805604,-10.616590118
108.025627026,-10.4394368062
107.17287556,-10.1147612533
106.321829877,-9.78788728175
105.528373728,-9.34596923541
104.746905996,-8.88216985493
106.178816033,-9.72006848093
115.110991942,-9.45542311696
115.007437955,-10.352720008
114.903297429,-11.2499173114
114.237286007,-11.3811159042
113.337257164,-11.2096353994
112.433817958,-11.0581753999
111.525205158,-10.9454883279
110.615794178,-10.8400208797
119.968158803,-10.2379506005
119.817177435,-11.1286595762
119.454421226,-11.7687155749
118.536253744,-11.7473126736
117.618236711,-11.7229773521
116.702350347,-11.6606169938
115.787258613,-11.5889457012
114.872639499,-11.5143992598
123.713824547,-10.7440383025
123.287750369,-11.3264136963
122.415178918,-11.6053216028
121.535589771,-11.8510654042
120.621071616,-11.913299263
119.714754272,-11.7758420723
131.408022282,-8.57291379635
130.616436791,-9.00113163671
129.738464157,-9.22711518217
128.830739251,-9.30484945692
127.927416979,-9.41038843882
127.045241701,-9.63677675823
126.189346357,-9.94722683493
125.39920009,-10.398906738
124.579721402,-10.799633192
123.742508634,-11.165946408
134.53755257,-4.10497621141
134.373933286,-4.98750186486
133.915166633,-5.76384048169
133.381070592,-6.48824407168
132.772359746,-7.1570722603
132.161886357,-7.82507297391
131.549480533,-8.49216558748
134.371816866,25.4486928858
135.294475739,25.1149910814
136.212123196,24.7755899013
137.124781126,24.430606212
138.032476422,24.0801567585
138.935240791,23.724358087
139.833110559,23.363326472
140.726126482,22.9971778492
141.614333555,22.6260277522
142.497780828,22.2499912553
143.376521215,21.8691829203
144.250611318,21.4837167479
145.120111242,21.0937061341
145.985084427,20.6992638304
146.845597471,20.3005019085
147.70171997,19.8975317289
148.553524348,19.4904639135
149.40108571,19.079408322
150.244481683,18.6644740315
151.083792274,18.2457693202
151.919099726,17.8234016537
152.750488383,17.3974776749
153.578044563,16.9681031967
154.401856428,16.5353831976
155.222013866,16.0994218194
156.038608381,15.6603223689
156.851732978,15.2181873201
157.661482064,14.7731183203
158.467951348,14.3252161971
159.271237745,13.8745809684
160.071439294,13.4213118536
160.868655068,12.9655072868
161.6629851,12.5072649317
162.454530304,12.0466816981
163.24339241,11.5838537595
164.029673893,11.1188765727
164.813477918,10.6518448977
165.594908274,10.1828528199
166.374069329,9.71199377244
167.151065972,9.23936055996
167.926003572,8.76504538333
168.698987929,8.28913986503
169.47012524,7.81173507548
170.239522054,7.33292156004
171.007285243,6.85278936662
171.773521965,6.371428074
172.53833964,5.88892682061
173.301845916,5.40537433388
174.064148646,4.92085896001
174.825355868,4.43546869413
175.585575775,3.94929121089
176.344916702,3.46241389534
177.103487105,2.97492387407
177.86139554,2.48690804665
178.618750652,1.99845311729
179.375661154,1.50964562662
-179.867764184,1.02057198371
-179.11141655,0.531318498136
-178.355187106,0.0419714121753
-177.598966999,-0.447383066936
-176.842647373,-0.936658734735
-176.086119386,-1.42576935724
-175.329274222,-1.91462863872
-174.572003103,-2.40315018944
-173.814197303,-2.89124749362
-173.055748167,-3.37883387739
-172.29654712,-3.86582247692
-171.536485689,-4.35212620681
-170.775455518,-4.83765772858
-170.013348385,-5.32232941944
-169.250056227,-5.80605334143
-168.485471157,-6.28874121071
-167.719485489,-6.77030436738
-166.951991763,-7.2506537456
-166.182882774,-7.72969984421
-165.412051598,-8.20735269776
-164.639391627,-8.68352184824
-163.864796604,-9.15811631721
-163.088160657,-9.63104457878
-162.309378339,-10.1022145331
-161.528344676,-10.571533481
-160.744955208,-11.0389080986
-159.959106042,-11.5042444143
-159.170693902,-11.9674477853
-158.379616191,-12.4284228757
-157.585771046,-12.8870736364
-156.789057407,-13.3433032853
-155.989375088,-13.7970142892
-155.186624843,-14.2481083471
-154.380708451,-14.6964863754
-153.571528799,-15.1420484941
-152.758989962,-15.5846940151
-151.942997305,-16.0243214324
-151.123457574,-16.4608284141
-150.300279001,-16.8941117968
-149.473371412,-17.3240675818
-148.645033463,-17.7553568141
-147.816508479,-18.1906823645
-146.983903188,-18.6224111763
-146.147128048,-19.0504342533
-145.306095601,-19.4746416761
-144.460720617,-19.8949226103
-143.610920242,-20.3111653181
-142.756614155,-20.7232571726
-141.897724727,-21.1310846766
-141.034177191,-21.5345334847
-140.165899812,-21.9334884294
-139.292824069,-22.3278335515
-138.414884837,-22.7174521343
-137.532020576,-23.1022267433
-136.644173524,-23.4820392695
-135.751289897,-23.8567709779
-134.85332009,-24.2263025614
-133.950218879,-24.5905141992
-133.041945634,-24.9492856205
-132.128464526,-25.3024961742
-131.209744738,-25.6500249034
-130.285760678,-25.9917506259
-129.356492192,-26.3275520205
-128.421924774,-26.6573077182
-127.482049774,-26.9808964007
-126.536864604,-27.2981969031
-125.586372944,-27.6090883233
-124.630584931,-27.9134501374
-123.669517357,-28.21116232
-122.703193845,-28.5021054704
-121.731645024,-28.7861609449
-120.754908696,-29.0632109932
-119.773029982,-29.3331389011
-118.786061459,-29.5958291374
-117.79406329,-29.8511675052
-116.797103325,-30.0990412981
-115.795257195,-30.3393394599
-114.788608378,-30.5719527475
-113.777248257,-30.7967738973
-112.761276144,-31.0136977942
-111.740799289,-31.2226216419
-110.715932862,-31.4234451355
-109.686799914,-31.6160706344
-108.653531304,-31.8004033355
-107.61626561,-31.9763514461
-106.575149003,-32.1438263552
-105.530335101,-32.3027428037
-104.481984787,-32.4530190511
-103.430266007,-32.5945770395
-102.375353529,-32.7273425529
-101.317428686,-32.851245372
-100.256679083,-32.9662194234
-99.1932982768,-33.0722029218
-98.1274854331,-33.1691385058
-97.0594449562,-33.2569733652
-95.9893860946,-33.33565936
-94.9175225245,-33.4051531304
-93.8440719117,-33.4654161965
-92.7692554544,-33.5164150479
-91.6932974096,-33.5581212223
-90.6164246031,-33.5905113732
-89.5388659281,-33.6135673245
-88.4608518325,-33.6272761149
-87.3826137991,-33.6316300282
-86.3043838202,-33.6266266125
-85.2263938699,-33.6122686855
-84.148875376,-33.5885643281
-83.0720586952,-33.5555268649
-81.9961725937,-33.5131748321
-80.9211579439,-33.465832249
-79.8454321468,-33.4344622755
-78.7705903564,-33.3938128991
-77.6968573437,-33.3439067726
-76.6244553956,-33.2847716249
-75.5536038304,-33.2164401964
-74.4845185299,-33.1389501624
-73.4174114861,-33.0523440458
-72.3524903681,-32.9566691201
-178.242458731,49.2871113789
-123.966575777,45.1941329121
120.458221001,20.12939242
120.090260466,19.3236335014
119.596135423,18.5527162533
119.106403965,17.7804412698
119.053861211,16.9039020855
119.104690543,16.0025425287
119.155068823,15.1010707392
119.205026363,14.1994926022
119.087138997,13.310102121
118.902018762,12.4255265691
118.718137989,11.5407495319
118.324760414,10.7360995004
117.858165371,9.95953075437
117.393758511,9.18226986248
116.797415431,8.51109828612
116.134268453,7.89374873916
115.473075748,7.27533397051
114.813680288,6.65594091649
114.155925755,6.0356557825
113.499656488,5.41456410731
112.78152109,4.86794432375
112.058059343,4.32824949226
111.335615396,3.78785795826
110.614061662,3.24685772698
109.893270613,2.70533649279
109.147621457,2.22062694782
108.26516265,2.04345772062
107.382896206,1.8658037566
106.50080581,1.68770731745
105.618874994,1.50921073731
104.737087151,1.33035641569
113.348066237,5.85771419603
112.589811944,6.34843975999
111.862448409,6.88621806157
111.133457441,7.42287878664
110.618623346,8.16216387266
110.118635752,8.91655279046
109.358174602,9.35747153678
108.512770857,9.6957801144
107.665687035,10.0320049876
107.007480947,10.4978439217
119.171782232,14.0074851765
118.265558599,14.1978277847
117.357843081,14.3847527146
116.448640334,14.5682075749
115.537956555,14.7481406434
114.625799495,14.9245008937
113.712178461,15.0972380221
112.797104323,15.2663024746
111.880589517,15.4316454753
110.962648043,15.5932190533
110.043295466,15.7509760713
109.122548914,15.9048702534
108.20042707,16.0548562138
119.290886752,13.9821936039
120.420558233,14.0180949089
120.570140998,14.3111606986
120.669548213,14.3506111957
120.763852558,14.5374714885
120.993485713,14.5983281622
-12.2446649287352,38.2779227150478
-13.2390487808762,38.1956473735334
-11.2513255990086,38.1685226338628
-10.2631262331799,38.0153605720365
-14.2224879424354,38.0144792662226
-9.32854315391208,37.9658582801907
-15.2087448328796,37.8509369225912
-9.25032624928615,37.8192592273591
-17.2049383111083,37.7741293487862
-16.2050750626081,37.7730294556452
-18.204485159069,37.7440372824782
-22.2012882498201,37.7407204542978
-23.200004926624,37.7130293698599
-21.2022184666262,37.6986852973166
-19.2026701697158,37.6871023479284
-20.2024156749104,37.6813973283255
-24.1882584529762,37.5602267240208
-25.1824981524358,37.4710251835054
-9.65677934326022,36.9226768029159
-24.7727543944137,36.9106044101333
-23.8888944866391,36.442868084621
-10.3052662303842,36.2160072362435
-22.9965405970752,35.9916197826291
-11.1607485314137,35.6997610375341
-22.1794888035076,35.421852626292
-12.0670223897374,35.2824451113616
-21.4650271634315,34.7225639034151
-12.8595134797107,34.6732643933991
-13.7569954599542,34.2496681017365
-20.6947863178677,34.0857601577006
-14.6752171509623,33.8723055111844
-19.9513498784678,33.4192061887767
-15.4461617868286,33.2398058807027
-19.1480596633728,32.8316101290988
-16.3013537972507,32.7268953840362
-18.2077498513156,32.5107939277144
-17.219269993306,32.3614834103503
168.377320972521,-17.8100820867525
168.507405705361,-18.6936860349111
169.105807413926,-19.36593256349
168.736786686303,-19.9270369195354
168.001525492302,-20.4460657979194
168.00081530572,-46.613857753166
167.134777765747,-46.8585636588827
166.287335084143,-47.3894505596393
165.784600432636,-48.2032129268533
165.429304149138,-49.137966664975
165.07400786564,-50.0727204030968
164.718711582142,-51.0074741412185
164.363415298644,-51.9422278793402
164.008119015146,-52.876981617462
163.652822731648,-53.8117353555837
163.29752644815,-54.7464890937054
162.942230164652,-55.6812428318272
162.586933881154,-56.6159965699489
162.231637597656,-57.5507503080706
162.5863006499,-58.4494014211776
162.56825398465,-59.1992281347097
162.421466730514,-60.0504440078965
163.222442798674,-60.6491403735398
164.019071806786,-61.2535589357718
164.459194691659,-62.0307337517129
165.200178489308,-62.7022566564752
165.941162286958,-63.3737795612374
166.682146084608,-64.0453024659997
167.423129882258,-64.7168253707619
168.164113679908,-65.3883482755242
168.905097477558,-66.0598711802864
169.646081275208,-66.7313940850487
170.430232049568,-67.3450818832017
171.28478926247,-67.8644391493268
172.139346475372,-68.383796415452
172.993903688274,-68.9031536815771
173.848460901176,-69.4225109477023
174.703018114078,-69.9418682138274
175.605097120756,-70.3681049398553
176.403112985183,-70.8841990685309
177.287835491845,-71.3503171718113
178.172557998507,-71.8164352750918
177.968299072397,-72.485765803869
177.311228164406,-73.2395945787714
176.40334228817,-73.600144063873
175.442720497675,-73.878003336936
174.482098707181,-74.155862609999
173.521476916686,-74.433721883062
172.560855126191,-74.711581156125
171.641161690499,-75.0963717484713
170.7405133523,-75.5309204464323
170.035532065201,-76.2271253415355
169.062115600558,-76.4262869152964
168.078659188048,-76.6074318426144
167.095202775538,-76.7885767699323
166.147263071109,-77.1018328210577
165.903370739752,-77.616202950899
158.804555417963,-54.5223045846871
159.80431504541,-54.5003800019877
160.804074672857,-54.4784554192883
161.803834300305,-54.4565308365889
162.803593927752,-54.4346062538895
164.111849681544,-74.630965428278
165.082533390941,-74.8633765453648
166.07702884356,-74.9633006960259
166.927727589225,-75.4784713477693
167.903287664392,-75.6910125945208
168.89642227947,-75.7975262909868
169.892963211739,-75.8806296622384
162.510510895119,-60.2308406406685
161.511138307912,-60.2662586013575
160.515941297712,-60.1948609318117
159.522383267465,-60.0815364396133
158.831526291366,-60.4916984540647
158.758802881208,-61.476627216853
158.758802881208,-62.476627216853
159.599237083528,-62.9051795325586
160.529186739372,-63.2728664069443
161.459136395216,-63.64055328133
162.398715677156,-63.9789787482831
163.36527708303,-64.2354140201817
164.331838488905,-64.4918492920803
165.29839989478,-64.7482845639788
166.281732234525,-64.9220394678227
167.271819650877,-65.0624919793035
168.261907067229,-65.2029444907842
169.251994483581,-65.343397002265
170.216789502995,-65.5906656646788
171.164731638048,-65.9091082946613
172.112673773102,-66.2275509246438
173.043539776812,-66.5870615214074
173.937799623394,-67.0346096493123
174.832059469976,-67.4821577772172
175.662280492682,-68.0251048598803
176.415173730611,-68.683247528517
177.168066968541,-69.3413901971536
177.641056266373,-70.1960437622426
178.00432558752,-71.1277279363665
9.910483333333,2.95515
8.98840238371445,2.72887091546576
8.17698972346317,2.38054132572612
7.18219761309762,2.35024419468071
6.23698683106001,2.1839304129385
5.25459915168562,2.02205844908392
4.27951993584893,1.831478418051
3.2903668585265,1.68802324071279
